seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,final_behavior_risk_score,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,fraud_label
new,8,7,36,Like,0,103.27,4,67.06,115.71,-0.18,0.91,11.59,0,0,12.5,0,1,3,0,12,5,17,0
new,2,0,42,Comment,0,308.54,6,78.52,423.95,-1.45,7.26,9.3,0,0,16.55,0,2,2,12,6,0,18,0
beginner,15,83,61,Comment,0,120.17,12,69.05,88.6,0.45,2.25,11.19,0,0,13.44,0,1,3,0,12,5,17,0
new,14,6,39,Like,0,30.6,7,97.08,26.33,0.04,0.22,5.58,0,0,5.8,0,1,1,0,0,0,0,0
experienced,169,811,68,Follow,0,51.85,3,22.51,56.68,-0.21,1.03,20.5,0,0,21.52,0,1,1,0,0,0,0,0
experienced,82,388,72,Follow,0,38.89,0,82.68,47.27,-0.1,0.5,8.46,0,0,8.96,0,2,1,12,0,0,12,0
experienced,256,259,76,Follow,0,46.24,3,114.8,57.76,-0.1,0.5,2.04,0,0,2.54,0,2,1,12,0,5,17,0
beginner,57,94,65,Follow,0,14.29,2,41.59,14.36,-0.0,0.01,16.68,0,0,16.69,0,2,1,12,0,0,12,0
new,9,4,32,Like,0,39.69,8,101.64,42.22,-0.02,0.12,4.67,0,0,4.8,0,2,2,12,6,0,18,0
new,6,0,44,Like,0,32.55,5,51.9,38.79,-0.12,0.59,14.62,0,0,15.21,0,1,1,0,0,0,0,0
power,313,5308,83,Comment,0,26.88,2,29.63,25.55,0.04,0.22,19.07,0,0,19.29,0,1,3,0,12,5,17,0
new,15,9,36,Like,0,20.28,4,106.45,15.64,0.04,0.22,3.71,0,0,3.93,0,2,1,12,0,0,12,0
power,548,2227,88,Like,0,9.12,11,30.27,11.48,-0.08,0.38,18.95,0,0,19.32,0,2,3,12,12,0,24,0
power,494,13511,82,Like,0,18.56,5,20.26,21.16,-0.12,0.61,20.95,0,0,21.56,0,1,3,0,12,0,12,0
experienced,190,651,76,Like,0,32.87,7,17.46,31.46,0.08,0.38,21.51,0,0,21.89,0,2,3,12,12,5,29,0
beginner,39,15,65,Follow,1,97.83,7,64.51,114.54,-0.26,1.28,12.1,0,0,13.37,0,1,2,0,6,0,6,0
experienced,328,253,65,Like,0,19.1,1,84.81,18.08,0.01,0.06,8.04,0,0,8.1,0,1,2,0,6,0,6,0
experienced,115,459,89,Comment,0,42.05,8,51.01,31.71,0.2,0.99,14.8,0,0,15.79,0,1,3,0,12,0,12,0
experienced,103,540,76,Like,0,38.68,5,35.64,48.4,-0.27,1.33,17.87,0,0,19.2,0,2,2,12,6,0,18,0
beginner,41,60,49,Like,0,41.84,7,61.81,50.05,-0.13,0.65,12.64,0,0,13.29,0,2,1,12,0,0,12,0
experienced,359,713,73,Follow,0,15.8,1,32.72,20.79,-0.15,0.74,18.46,0,0,19.2,0,1,2,0,6,0,6,0
experienced,248,474,70,Comment,0,67.89,16,35.65,60.29,0.21,1.04,17.87,0,0,18.91,0,1,3,0,12,5,17,0
beginner,45,55,58,Like,0,12.58,7,104.72,10.0,0.02,0.12,4.06,0,0,4.18,0,1,2,0,6,0,6,0
power,1223,13473,91,Like,0,11.81,8,8.77,10.18,0.17,0.84,23.25,0,0,24.08,0,2,4,12,18,0,30,0
experienced,347,860,82,Comment,0,62.26,0,69.01,69.9,-0.11,0.55,11.2,0,0,11.74,0,2,3,12,12,0,24,0
experienced,111,575,85,Follow,0,27.2,6,17.32,30.32,-0.17,0.85,21.54,0,0,22.39,0,1,1,0,0,0,0,0
experienced,347,281,73,Comment,0,116.69,6,20.33,123.96,-0.34,1.7,20.93,0,0,22.64,0,1,3,0,12,0,12,0
power,1062,8573,84,Comment,0,58.97,6,34.66,60.99,-0.06,0.28,18.07,0,0,18.35,0,2,3,12,12,5,29,0
new,14,7,37,Follow,0,114.04,4,82.19,138.95,-0.3,1.5,8.56,0,0,10.06,0,1,1,0,0,0,0,0
experienced,175,963,84,Follow,0,35.81,6,55.05,25.67,0.18,0.91,13.99,0,0,14.9,0,1,1,0,0,0,0,0
power,689,10585,93,Comment,0,88.1,7,18.81,73.1,0.76,3.79,21.24,0,0,25.02,0,1,3,0,12,0,12,0
experienced,70,576,86,Comment,0,46.49,0,18.51,51.71,-0.27,1.34,21.3,0,0,22.64,0,2,1,12,0,0,12,0
new,14,4,40,Like,0,48.31,5,40.71,41.0,0.18,0.88,16.86,0,0,17.73,0,1,1,0,0,0,0,0
fraud,318,245,16,Follow,1,7.21,17,88.15,7.96,-0.01,0.04,7.37,0,0,7.41,0,9,11,96,60,50,206,1
new,1,9,25,Comment,0,266.64,3,66.41,324.48,-0.86,4.29,11.72,0,0,16.01,0,2,1,12,0,0,12,0
fraud,134,233,40,Like,0,9.7,13,46.51,11.03,-0.03,0.14,15.7,0,0,15.84,0,4,2,36,6,20,62,1
experienced,232,584,67,Comment,0,103.38,0,65.91,82.6,0.31,1.55,11.82,0,0,13.37,0,2,1,12,0,0,12,0
beginner,50,98,60,Like,0,21.32,6,16.23,16.03,0.31,1.53,21.75,0,0,23.29,0,2,2,12,6,0,18,0
experienced,141,229,67,Like,0,40.42,8,63.82,34.09,0.1,0.49,12.24,0,0,12.72,0,1,3,0,12,0,12,0
power,388,12599,85,Comment,0,67.39,4,24.44,91.65,-0.95,4.77,20.11,0,0,24.88,0,2,8,12,42,0,54,0
beginner,28,10,58,Comment,0,122.91,1,115.39,146.37,-0.2,1.01,1.92,0,0,2.93,0,2,1,12,0,5,17,0
fraud,392,40,35,Comment,0,61.67,3,153.9,51.74,0.06,0.32,0.0,0,0,0.32,0,10,12,108,66,20,194,1
experienced,304,537,72,Like,0,13.34,0,38.86,16.41,-0.08,0.38,17.23,0,0,17.61,0,4,5,36,24,0,60,0
experienced,273,221,67,Like,0,33.26,8,47.19,42.65,-0.19,0.97,15.56,0,0,16.54,0,1,3,0,12,0,12,0
experienced,227,852,78,Comment,1,91.01,4,26.49,65.47,0.93,4.65,19.7,0,0,24.35,0,2,2,12,6,0,18,0
fraud,103,470,31,Like,0,9.34,13,73.3,9.98,-0.01,0.04,10.34,0,0,10.38,0,8,3,84,12,35,131,1
experienced,273,982,71,Comment,0,66.07,7,43.88,50.39,0.35,1.75,16.22,0,0,17.97,0,1,2,0,6,5,11,0
beginner,19,60,63,Follow,0,81.57,2,84.33,76.71,0.06,0.28,8.13,0,0,8.42,0,2,1,12,0,0,12,0
new,15,10,41,Follow,0,111.3,6,20.91,108.71,0.12,0.59,20.82,0,0,21.41,0,2,1,12,0,0,12,0
beginner,33,100,57,Like,0,45.23,2,75.65,61.88,-0.22,1.09,9.87,0,0,10.96,0,4,6,36,30,5,71,0
new,8,2,36,Follow,0,23.16,8,103.91,25.65,-0.02,0.12,4.22,0,0,4.34,0,2,3,12,12,0,24,0
beginner,48,24,47,Like,0,54.41,15,42.76,51.93,0.06,0.28,16.45,0,0,16.73,0,1,1,0,0,0,0,0
experienced,276,584,77,Comment,0,72.55,2,93.13,81.3,-0.09,0.46,6.37,0,0,6.84,0,3,3,24,12,0,36,0
beginner,42,16,65,Follow,0,15.02,1,55.28,18.07,-0.05,0.27,13.94,0,0,14.21,0,2,3,12,12,0,24,0
power,1027,2868,80,Like,0,10.74,10,26.74,11.8,-0.04,0.19,19.65,0,0,19.84,0,1,2,0,6,0,6,0
experienced,267,410,88,Comment,0,87.9,4,27.55,96.49,-0.3,1.5,19.49,0,0,20.99,0,1,1,0,0,0,0,0
fraud,31,728,44,Like,0,5.62,13,111.39,4.32,0.01,0.06,2.72,0,0,2.78,0,4,1,36,0,0,36,1
beginner,17,12,57,Comment,0,44.75,0,24.29,57.58,-0.51,2.54,20.14,0,0,22.68,0,1,2,0,6,0,6,0
beginner,37,91,50,Follow,0,56.91,3,71.93,68.17,-0.15,0.77,10.61,0,0,11.39,0,1,1,0,0,0,0,0
new,7,10,47,Follow,0,98.02,5,103.42,136.01,-0.36,1.82,4.32,0,0,6.14,0,2,3,12,12,0,24,0
power,493,2203,88,Comment,0,82.65,14,26.59,96.55,-0.5,2.52,19.68,0,0,22.2,0,2,1,12,0,0,12,0
new,15,1,24,Comment,0,250.24,12,112.54,226.84,0.21,1.03,2.49,0,0,3.52,0,2,1,12,0,0,12,0
experienced,139,893,69,Comment,0,82.75,2,94.22,90.48,-0.08,0.41,6.16,0,0,6.56,0,1,3,0,12,0,12,0
experienced,159,448,68,Like,1,30.31,2,102.32,32.66,-0.02,0.11,4.54,0,0,4.65,0,1,2,0,6,0,6,0
new,4,6,40,Comment,0,271.36,16,54.6,230.82,0.73,3.65,14.08,0,0,17.72,0,2,1,12,0,5,17,0
experienced,115,500,83,Follow,0,51.77,6,69.19,54.93,-0.05,0.23,11.16,0,0,11.39,0,2,2,12,6,0,18,0
fraud,436,273,57,Comment,0,17.15,1,20.96,15.51,0.07,0.37,20.81,0,0,21.18,0,3,9,24,48,10,82,1
experienced,149,619,72,Comment,0,65.06,3,56.28,81.73,-0.29,1.45,13.74,0,0,15.2,0,1,3,0,12,5,17,0
new,8,7,33,Comment,0,114.91,3,102.52,154.38,-0.38,1.91,4.5,0,0,6.4,0,1,2,0,6,0,6,0
experienced,348,109,89,Comment,0,72.57,1,82.38,79.91,-0.09,0.44,8.52,0,0,8.96,0,4,4,36,18,0,54,0
experienced,141,120,87,Comment,0,63.11,5,105.69,84.58,-0.2,1.01,3.86,0,0,4.87,0,2,2,12,6,0,18,0
beginner,15,77,46,Follow,0,23.25,3,92.43,18.63,0.05,0.25,6.51,0,0,6.76,0,4,7,36,36,0,72,0
experienced,108,265,78,Comment,1,91.85,6,19.22,96.31,-0.22,1.1,21.16,0,0,22.26,0,1,1,0,0,5,5,0
new,1,6,45,Comment,0,73.6,6,80.83,98.87,-0.31,1.54,8.83,0,0,10.38,0,2,2,12,6,0,18,0
beginner,51,60,62,Follow,0,82.82,1,87.11,63.38,0.22,1.1,7.58,0,0,8.68,0,2,1,12,0,0,12,0
beginner,29,80,62,Follow,0,20.53,4,96.98,23.84,-0.03,0.17,5.6,0,0,5.77,0,2,3,12,12,0,24,0
power,704,4181,88,Follow,0,17.69,0,16.93,16.41,0.07,0.36,21.61,0,0,21.97,0,1,2,0,6,0,6,0
power,808,9324,92,Follow,0,28.02,1,8.97,31.05,-0.3,1.52,23.21,0,0,24.73,0,1,2,0,6,0,6,0
experienced,346,123,71,Follow,0,39.66,2,91.8,44.0,-0.05,0.23,6.64,0,0,6.87,0,1,1,0,0,0,0,0
beginner,27,71,60,Like,0,21.27,3,106.74,19.68,0.01,0.07,3.65,0,0,3.73,0,1,1,0,0,0,0,0
beginner,30,93,40,Comment,0,147.91,4,83.34,122.64,0.3,1.5,8.33,0,0,9.83,0,1,1,0,0,0,0,0
beginner,18,64,43,Comment,1,64.28,2,82.3,52.84,0.14,0.69,8.54,0,0,9.23,0,1,3,0,12,0,12,0
power,223,3519,80,Comment,1,53.7,13,15.61,39.73,0.84,4.21,21.88,0,0,26.08,0,1,2,0,6,5,11,0
beginner,33,28,66,Comment,0,65.15,10,19.95,76.8,-0.56,2.78,21.01,0,0,23.79,0,3,8,24,42,5,71,0
new,15,3,45,Comment,0,118.26,5,20.12,123.34,-0.24,1.2,20.98,0,0,22.18,0,1,3,0,12,0,12,0
experienced,340,973,84,Follow,0,23.99,5,33.46,25.61,-0.05,0.23,18.31,0,0,18.54,0,1,2,0,6,0,6,0
beginner,37,63,68,Follow,0,94.42,6,115.6,97.89,-0.03,0.15,1.88,0,0,2.03,0,2,2,12,6,0,18,0
power,1185,3506,95,Follow,0,22.92,4,28.82,21.22,0.06,0.28,19.24,0,0,19.52,0,4,6,36,30,5,71,0
beginner,30,87,55,Comment,0,135.14,2,84.43,183.8,-0.57,2.85,8.11,0,0,10.96,0,1,1,0,0,0,0,0
new,9,10,39,Follow,0,29.76,8,57.27,24.46,0.09,0.45,13.55,0,0,14.0,0,2,3,12,12,5,29,0
power,1264,12827,97,Comment,0,33.53,0,16.75,36.12,-0.15,0.73,21.65,0,0,22.38,0,2,3,12,12,0,24,0
experienced,227,109,73,Like,0,37.17,5,17.76,48.51,-0.6,3.02,21.45,0,0,24.47,0,2,2,12,6,0,18,0
beginner,46,18,60,Comment,0,171.73,5,41.9,137.51,0.8,3.99,16.62,0,0,20.61,0,1,2,0,6,0,6,0
fraud,435,194,21,Follow,0,21.62,8,144.73,19.76,0.01,0.06,0.0,0,0,0.06,0,1,9,0,48,20,68,1
beginner,52,93,55,Comment,0,121.32,5,46.38,166.14,-0.95,4.73,15.72,0,0,20.45,0,2,1,12,0,0,12,0
beginner,55,90,46,Like,0,38.83,4,108.6,30.5,0.08,0.38,3.28,0,0,3.66,0,1,1,0,0,0,0,0
new,7,0,42,Comment,0,161.8,2,62.2,214.45,-0.83,4.17,12.56,0,0,16.73,0,2,2,12,6,0,18,0
fraud,434,921,12,Follow,0,2.6,31,126.03,3.6,-0.01,0.04,0.0,0,0,0.04,0,6,11,60,60,50,170,1
new,12,1,37,Follow,0,53.9,6,51.44,57.64,-0.07,0.36,14.71,0,0,15.07,0,1,1,0,0,0,0,0
new,11,10,39,Like,0,34.16,6,83.77,29.09,0.06,0.3,8.25,0,0,8.55,0,1,2,0,6,0,6,0
experienced,164,519,72,Comment,1,94.04,4,76.92,109.98,-0.2,1.02,9.62,0,0,10.64,0,2,1,12,0,0,12,0
experienced,215,709,65,Comment,0,126.48,2,112.53,91.04,0.31,1.56,2.49,0,0,4.06,0,2,4,12,18,5,35,0
experienced,67,770,86,Like,0,8.79,19,46.24,7.69,0.02,0.12,15.75,0,0,15.87,0,1,3,0,12,0,12,0
beginner,31,41,61,Follow,0,83.05,7,52.61,78.1,0.09,0.46,14.48,0,0,14.94,0,1,1,0,0,0,0,0
fraud,205,407,46,Comment,0,12.55,8,139.75,10.5,0.01,0.07,0.0,0,0,0.07,0,5,2,48,6,50,104,1
experienced,244,429,87,Comment,0,70.15,6,61.66,91.51,-0.34,1.7,12.67,0,0,14.37,0,1,2,0,6,0,6,0
power,230,7769,88,Follow,0,21.11,6,24.04,21.39,-0.01,0.06,20.19,0,0,20.25,0,1,1,0,0,0,0,0
experienced,116,814,69,Follow,0,14.66,6,19.83,11.82,0.14,0.68,21.03,0,0,21.71,0,1,1,0,0,5,5,0
experienced,205,170,65,Comment,0,32.21,2,117.97,43.3,-0.09,0.47,1.41,0,0,1.87,0,2,1,12,0,5,17,0
power,1281,9670,83,Follow,0,15.51,9,10.72,21.48,-0.51,2.55,22.86,0,0,25.4,0,2,1,12,0,5,17,0
beginner,23,94,48,Follow,0,91.74,7,59.77,92.32,-0.01,0.05,13.05,0,0,13.09,0,4,7,36,36,5,77,0
experienced,85,494,78,Comment,0,46.06,16,118.35,37.51,0.07,0.36,1.33,0,0,1.69,0,4,3,36,12,0,48,0
experienced,291,883,80,Like,0,16.29,6,63.46,18.21,-0.03,0.15,12.31,0,0,12.46,0,1,2,0,6,0,6,0
fraud,177,418,22,Comment,0,54.29,2,135.94,70.91,-0.12,0.61,0.0,0,0,0.61,0,6,4,60,18,0,78,1
fraud,309,690,32,Like,1,1.24,29,135.58,1.2,0.0,0.0,0.0,0,0,0.0,0,8,6,84,30,50,164,1
beginner,53,88,51,Comment,0,45.95,7,107.25,61.58,-0.14,0.72,3.55,0,0,4.27,0,1,1,0,0,5,5,0
beginner,33,55,47,Follow,0,45.06,4,93.15,62.92,-0.19,0.95,6.37,0,0,7.32,0,2,2,12,6,0,18,0
power,305,11654,99,Like,0,9.11,19,9.02,8.64,0.05,0.23,23.2,0,0,23.43,0,1,2,0,6,0,6,0
experienced,137,496,80,Follow,0,31.78,1,69.98,28.07,0.05,0.26,11.0,0,0,11.26,0,2,2,12,6,0,18,0
new,6,0,50,Like,0,71.99,7,72.65,50.61,0.29,1.45,10.47,0,0,11.92,0,2,1,12,0,5,17,0
beginner,48,47,61,Follow,0,15.22,3,92.65,17.69,-0.03,0.13,6.47,0,0,6.6,0,2,2,12,6,0,18,0
new,4,2,38,Comment,0,126.48,8,48.86,158.47,-0.64,3.21,15.23,0,0,18.43,0,2,1,12,0,0,12,0
experienced,320,164,74,Follow,0,21.46,2,107.0,25.08,-0.03,0.17,3.6,0,0,3.77,0,1,1,0,0,0,0,0
experienced,243,184,67,Comment,0,44.45,7,106.85,59.25,-0.14,0.69,3.63,0,0,4.32,0,2,3,12,12,0,24,0
fraud,343,685,41,Comment,1,14.73,6,39.55,20.05,-0.13,0.66,17.09,0,0,17.75,0,8,6,84,30,35,149,1
experienced,199,926,90,Comment,0,93.93,11,40.53,126.1,-0.77,3.87,16.89,0,0,20.77,0,2,3,12,12,0,24,0
experienced,202,685,66,Comment,0,76.71,6,83.18,81.43,-0.06,0.28,8.36,0,0,8.64,0,2,1,12,0,0,12,0
experienced,246,484,65,Follow,0,39.48,6,90.29,53.2,-0.15,0.75,6.94,0,0,7.69,0,1,3,0,12,5,17,0
beginner,27,42,40,Follow,0,18.92,5,38.15,22.25,-0.09,0.43,17.37,0,0,17.8,0,1,1,0,0,0,0,0
new,1,6,22,Like,0,34.5,12,92.41,28.37,0.07,0.33,6.52,0,0,6.85,0,2,3,12,12,0,24,0
beginner,35,54,58,Follow,0,39.74,8,45.0,46.18,-0.14,0.7,16.0,0,0,16.7,0,1,3,0,12,0,12,0
new,9,2,39,Comment,0,281.01,3,78.08,245.75,0.45,2.23,9.38,0,0,11.61,0,4,6,36,30,0,66,0
experienced,179,154,86,Follow,0,36.51,20,115.04,37.23,-0.01,0.03,1.99,0,0,2.02,0,2,2,12,6,5,23,0
fraud,372,928,37,Comment,1,15.75,8,132.65,18.46,-0.02,0.1,0.0,0,0,0.1,0,1,1,0,0,0,0,1
experienced,201,597,84,Follow,0,16.81,1,21.45,14.94,0.08,0.42,20.71,0,0,21.13,0,1,1,0,0,5,5,0
experienced,317,716,81,Follow,0,21.73,1,19.05,28.4,-0.33,1.66,21.19,0,0,22.85,0,1,2,0,6,0,6,0
fraud,247,73,53,Follow,0,5.28,6,154.61,5.43,-0.0,0.01,0.0,0,0,0.01,0,3,2,24,6,20,50,1
experienced,128,151,84,Like,0,16.14,5,83.55,12.56,0.04,0.21,8.29,0,0,8.5,0,2,1,12,0,0,12,0
power,1124,11996,82,Comment,0,48.94,1,27.46,42.71,0.22,1.09,19.51,0,0,20.6,0,2,1,12,0,0,12,0
beginner,30,74,68,Like,0,34.63,3,60.01,30.55,0.07,0.33,13.0,0,0,13.33,0,3,8,24,42,0,66,0
new,9,5,38,Follow,0,42.41,6,39.54,47.61,-0.13,0.64,17.09,0,0,17.73,0,2,1,12,0,0,12,0
fraud,334,415,57,Comment,0,30.14,5,79.2,39.4,-0.12,0.58,9.16,0,0,9.74,0,3,11,24,60,35,119,1
beginner,28,80,44,Comment,0,50.57,2,15.2,39.95,0.66,3.28,21.96,0,0,25.24,0,2,1,12,0,0,12,0
experienced,63,146,82,Follow,0,20.44,0,54.31,18.07,0.04,0.21,14.14,0,0,14.35,0,3,8,24,42,0,66,0
experienced,69,358,65,Comment,0,59.12,5,113.33,72.08,-0.11,0.57,2.33,0,0,2.9,0,2,1,12,0,0,12,0
experienced,225,579,70,Like,0,9.01,9,91.27,7.14,0.02,0.1,6.75,0,0,6.85,0,1,1,0,0,0,0,0
experienced,251,681,68,Like,0,14.66,3,63.13,20.27,-0.09,0.44,12.37,0,0,12.81,0,2,8,12,42,0,54,0
new,10,7,25,Like,1,48.84,8,98.46,38.6,0.1,0.51,5.31,0,0,5.82,0,1,2,0,6,0,6,0
beginner,47,23,50,Like,0,42.38,8,91.02,52.79,-0.11,0.57,6.8,0,0,7.36,0,1,2,0,6,0,6,0
experienced,139,404,85,Follow,0,34.59,8,98.16,45.34,-0.11,0.54,5.37,0,0,5.91,0,1,3,0,12,0,12,0
beginner,41,87,44,Follow,0,83.88,6,74.76,86.21,-0.03,0.15,10.05,0,0,10.2,0,3,4,24,18,0,42,0
fraud,400,328,7,Follow,0,2.97,35,65.68,2.48,0.01,0.04,11.86,0,0,11.9,0,10,4,108,18,0,126,1
new,11,6,30,Comment,0,217.73,1,116.4,203.81,0.12,0.59,1.72,0,0,2.31,0,1,2,0,6,0,6,0
beginner,38,60,58,Like,0,16.34,4,25.55,14.2,0.08,0.4,19.89,0,0,20.29,0,3,7,24,36,0,60,0
experienced,357,540,75,Comment,0,93.13,6,60.1,82.74,0.17,0.85,12.98,0,0,13.83,0,2,3,12,12,0,24,0
beginner,41,88,46,Follow,0,59.83,17,96.85,71.69,-0.12,0.61,5.63,0,0,6.24,0,1,2,0,6,0,6,0
fraud,62,723,35,Comment,1,11.65,6,81.01,13.07,-0.02,0.09,8.8,0,0,8.88,0,6,1,60,0,50,110,1
experienced,311,271,82,Comment,0,98.59,0,110.1,122.08,-0.21,1.06,2.98,0,0,4.04,0,4,5,36,24,5,65,0
new,15,4,36,Follow,0,132.35,12,84.87,124.79,0.09,0.44,8.03,0,0,8.47,0,2,2,12,6,0,18,0
fraud,76,55,43,Comment,1,26.01,3,143.67,29.26,-0.02,0.11,0.0,0,0,0.11,0,1,10,0,54,35,89,1
beginner,15,85,50,Like,0,29.64,7,82.06,27.09,0.03,0.15,8.59,0,0,8.74,0,1,2,0,6,5,11,0
fraud,345,932,31,Follow,1,5.82,14,18.85,5.02,0.04,0.2,21.23,0,0,21.43,0,1,11,0,60,10,70,1
beginner,50,59,52,Comment,0,62.06,3,99.92,79.16,-0.17,0.85,5.02,0,0,5.86,0,1,1,0,0,0,0,0
beginner,25,29,62,Follow,0,88.36,4,73.18,96.3,-0.11,0.53,10.36,0,0,10.9,0,2,3,12,12,0,24,0
experienced,138,976,69,Follow,0,16.4,2,106.47,14.12,0.02,0.11,3.71,0,0,3.81,0,2,1,12,0,0,12,0
experienced,86,645,83,Follow,0,30.08,16,50.85,39.86,-0.19,0.94,14.83,0,0,15.77,0,2,2,12,6,0,18,0
new,13,9,27,Comment,0,220.75,0,32.24,213.72,0.21,1.06,18.55,0,0,19.61,0,2,2,12,6,0,18,0
beginner,25,14,53,Comment,0,162.82,1,93.27,195.43,-0.35,1.73,6.35,0,0,8.07,0,2,2,12,6,0,18,0
power,519,14504,91,Comment,0,32.69,0,24.48,40.97,-0.32,1.62,20.1,0,0,21.73,0,1,3,0,12,0,12,0
power,231,2729,94,Follow,0,19.51,1,33.63,16.94,0.07,0.37,18.27,0,0,18.64,0,2,1,12,0,0,12,0
experienced,138,757,80,Like,0,15.35,3,90.8,16.16,-0.01,0.04,6.84,0,0,6.88,0,1,1,0,0,0,0,0
experienced,248,718,82,Comment,0,28.64,6,24.8,34.11,-0.21,1.06,20.04,0,0,21.1,0,1,2,0,6,0,6,0
power,1057,9217,90,Follow,0,24.09,2,34.47,19.56,0.13,0.64,18.11,0,0,18.75,0,1,2,0,6,5,11,0
beginner,18,54,46,Like,0,27.59,3,105.82,30.81,-0.03,0.15,3.84,0,0,3.99,0,1,2,0,6,5,11,0
new,11,2,28,Comment,0,175.64,4,27.67,203.15,-0.96,4.8,19.47,0,0,24.26,0,4,4,36,18,0,54,0
experienced,285,335,70,Like,0,28.25,0,24.14,23.26,0.2,0.99,20.17,0,0,21.16,0,1,1,0,0,0,0,0
new,13,1,48,Follow,0,76.44,6,93.4,60.64,0.17,0.84,6.32,0,0,7.16,0,2,1,12,0,0,12,0
fraud,332,141,17,Like,0,4.67,35,91.14,3.29,0.01,0.07,6.77,0,0,6.85,0,10,2,108,6,35,149,1
beginner,44,76,69,Comment,0,75.95,3,22.11,90.27,-0.62,3.1,20.58,0,0,23.68,0,1,1,0,0,5,5,0
experienced,196,426,82,Follow,0,34.49,6,33.23,33.79,0.02,0.1,18.35,0,0,18.46,0,2,3,12,12,0,24,0
experienced,288,628,75,Follow,0,29.69,0,40.37,26.66,0.07,0.37,16.93,0,0,17.29,0,1,3,0,12,0,12,0
new,4,10,43,Like,0,60.61,12,107.06,73.66,-0.12,0.6,3.59,0,0,4.19,0,1,1,0,0,0,0,0
experienced,359,580,87,Follow,0,42.58,0,86.72,50.03,-0.08,0.42,7.66,0,0,8.08,0,1,3,0,12,0,12,0
new,12,2,41,Like,0,60.45,2,107.42,74.87,-0.13,0.66,3.52,0,0,4.18,0,2,2,12,6,5,23,0
fraud,483,746,25,Like,1,6.68,7,146.84,7.19,-0.0,0.02,0.0,0,0,0.02,0,6,5,60,24,10,94,1
experienced,298,346,89,Follow,0,21.83,6,119.2,16.84,0.04,0.21,1.16,0,0,1.37,0,1,1,0,0,5,5,0
experienced,285,479,65,Follow,0,62.92,8,52.32,79.13,-0.3,1.52,14.54,0,0,16.06,0,2,7,12,36,5,53,0
fraud,226,811,43,Follow,1,4.79,32,164.96,4.16,0.0,0.02,0.0,0,0,0.02,0,5,4,48,18,10,76,1
power,367,7786,97,Like,0,11.1,9,24.74,14.36,-0.13,0.63,20.05,0,0,20.69,0,1,2,0,6,5,11,0
beginner,35,45,63,Comment,0,92.82,2,110.86,103.33,-0.09,0.47,2.83,0,0,3.3,0,2,3,12,12,0,24,0
new,9,6,32,Like,0,81.02,20,90.18,83.27,-0.02,0.12,6.96,0,0,7.09,0,1,1,0,0,0,0,0
experienced,193,791,76,Comment,0,59.88,1,101.33,67.28,-0.07,0.36,4.73,0,0,5.1,0,2,1,12,0,0,12,0
beginner,36,11,40,Follow,0,77.65,5,117.68,61.21,0.14,0.69,1.46,0,0,2.16,0,2,1,12,0,0,12,0
fraud,468,684,11,Follow,1,34.51,7,117.75,47.39,-0.11,0.54,1.45,0,0,1.99,0,10,9,108,48,10,166,1
experienced,207,194,68,Follow,0,13.83,8,71.52,11.15,0.04,0.18,10.7,0,0,10.88,0,2,3,12,12,0,24,0
experienced,181,847,83,Comment,0,41.8,8,36.01,50.72,-0.24,1.21,17.8,0,0,19.0,0,2,8,12,42,0,54,0
beginner,40,83,46,Follow,0,88.14,3,63.9,70.05,0.28,1.39,12.22,0,0,13.61,0,3,5,24,24,0,48,0
experienced,299,872,79,Like,0,13.1,8,49.67,9.22,0.08,0.38,15.07,0,0,15.45,0,1,1,0,0,5,5,0
experienced,220,536,70,Follow,0,24.03,6,77.94,33.53,-0.12,0.6,9.41,0,0,10.01,0,1,1,0,0,0,0,0
beginner,36,32,47,Comment,0,87.48,17,48.33,122.39,-0.71,3.54,15.33,0,0,18.87,0,1,3,0,12,0,12,0
new,8,2,33,Like,0,56.3,6,110.37,55.94,0.0,0.02,2.93,0,0,2.94,0,2,1,12,0,5,17,0
power,922,7743,94,Like,0,21.58,3,11.69,15.74,0.46,2.3,22.66,0,0,24.96,0,1,1,0,0,5,5,0
new,11,2,39,Comment,1,182.67,1,101.29,167.88,0.14,0.72,4.74,0,0,5.47,0,4,6,36,30,0,66,0
beginner,59,19,68,Like,0,48.92,6,90.05,42.26,0.07,0.37,6.99,0,0,7.36,0,2,2,12,6,0,18,0
new,6,8,32,Comment,0,101.71,16,87.5,72.87,0.33,1.63,7.5,0,0,9.13,0,3,8,24,42,0,66,0
beginner,58,90,58,Like,0,44.27,6,71.18,33.76,0.15,0.73,10.76,0,0,11.49,0,1,2,0,6,0,6,0
experienced,130,262,90,Comment,0,55.54,17,20.91,66.84,-0.52,2.58,20.82,0,0,23.4,0,3,4,24,18,5,47,0
experienced,67,259,72,Follow,0,13.76,7,93.97,18.14,-0.05,0.23,6.21,0,0,6.44,0,2,2,12,6,5,23,0
fraud,37,867,13,Like,0,3.5,27,38.8,2.82,0.02,0.09,17.24,0,0,17.33,0,6,8,60,42,0,102,1
